Product_ID,Product_ID_Int,Style_REF1_Code,Style_REF1_Name,Style_REF2_Code,Style_REF2_Name,Style_REF3_Code,Style_REF3_Name,Style_REF4_Code,Style_REF4_Name,Style_REF5_Code,Style_REF5_Name,Style_REF10_Code,Style_REF10_Name,Style_REF11_Code,Style_REF11_Name,Style_REF11_Parent_Code,Style_REF11_Parent_Name,Style_Colour_REF1_Code,Style_Colour_REF1_Name,Style_Colour_REF2_Code,Style_Colour_REF2_Name,Style_Colour_REF3_Code,Style_Colour_REF3_Name,Style_Colour_REF4_Code,Style_Colour_REF4_Name,Style_Colour_REF5_Code,Style_Colour_REF5_Name,Style_Colour_REF6_Code,Style_Colour_REF6_Name,Style_Colour_REF7_Code,Style_Colour_REF7_Name,Style_Colour_REF8_Code,Style_Colour_REF8_Name,Style_Colour_REF9_Code,Style_Colour_REF9_Name,Style_Colour_REF10_Code,Style_Colour_REF10_Name,Colour_REF1_Code,Colour_REF1_Name,Colour_REF2_Code,Colour_REF2_Name,Colour_REF3_Code,Colour_REF3_Name,Product_CAD_Image_URL,Style_HS_Code,Style_Country_Of_Origin,Inventory_Age_Category,Datasource_Code,Product_Internal_ID,Clr_Internal_ID,Style_Internal_ID,Style_Code,Style_Name,Style_Code_Name,Style_Code_Name_Colour_Name,Style_Name_Colour_Name,Style_Code_Colour_Name,Style_Colour_Code,Style_Colour_Name,SKU_Size_Value,SKU_Size_Name,SKU_Size_Range_Name,Barcode_Primary,Barcode_Secondary,Store_First_Received_Date_ID,Store_First_Received_Date_Short,Store_First_Received_Weeks_Since,Store_Last_Received_Date_ID,Store_Last_Received_Date_Short,Store_Last_Received_Weeks_Since,Last_Sale_Date_ID,Last_Sale_Date_Short,Last_Sale_Weeks_Since,Warehouse_Last_Received_Date_ID,Warehouse_Last_Received_Date_Short,Warehouse_Last_Received_Weeks_Since,Warehouse_Last_Received_Date_ID_LY,Warehouse_Last_Received_Date_Short_LY,Warehouse_Last_Received_Weeks_Since_LY,First_Received_Date_ID,First_Received_Date_Short,First_Sale_Date_ID,First_Sale_Date_Short,First_Order_Date_ID,First_Order_Date_Short,New_Item_Status,Image_URL,Style_Preferred_Supplier_Code,Style_Preferred_Supplier_Name,Standard_Unit_Cost,Standard_Unit_Cost_Text_Sort,Standard_Unit_Cost_Text,Current_Retail_Price_Incl_Tax_Text_Sort,Current_Retail_Price_Incl_Tax_Text,Current_Retail_Price_Incl_Tax,Current_Retail_Price_Excl_Tax,Original_Retail_Price_Incl_Tax_Text_Sort,Original_Retail_Price_Incl_Tax_Text,Original_Retail_Price_Incl_Tax,Original_Retail_Price_Excl_Tax,First_Margin_Pct_Sort,First_Margin_Pct,Markdown_Status,Purchase_Rate,Purchase_Currency_Code,Purchase_Arrival_Zone_Name,Purchase_Departure_Zone_Name,Import_Costing_Date_ID,Import_Costing_Date_Short
4482,4482,Ahehe,Ahehe,RTW,RTW,DRESSES,DRESSES,DRESSES,DRESSES,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,RE21,RE21,SCENTOFSUMMER21,ScentofSummer21,2022/21,2022/21,NULL,NULL,N,NO,NULL,NULL,RE21,RE21,MARKDOWN,MARKDOWN,YES,YES,WHITE,WHITE,N,NO,NULL,NULL,NULL,62044200,INDIA,AGED (1-2 YEARS),AP21_Core,2602,672,283,21RE5250,Salita LS Broderie Smock Drs,21RE5250 Salita LS Broderie Smock Drs,21RE5250 Salita LS Broderie Smock Drs (IVORY),Salita LS Broderie Smock Drs (IVORY),21RE5250 IVRY,IVRY,IVORY,16,16,Apr-18,9.35004E+12,,20220404,4/4/2022,74,20220404,4/4/2022,74,20230821,8/21/2023,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S21-21RE5250_Salita_Longsleeve_Broderie_Smock_Dress_Ivory-21877-Ahehe-1092_frontshot.jpg?v=1649073268,1TJS,Tj Sourcing And Trading Fzc,86.68,86.68,86.68,182,182,182,165.454545,455,455,455,413.636364,79.00%,79.00%,MD,NULL,NULL,NULL,NULL,NULL,NULL
5823,5823,Ahehe,Ahehe,RTW,RTW,DRESSES,DRESSES,DRESSES,DRESSES,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,SS21,SS21,REIMAGINATION21,REIMAGINATION21,2022/08,2022/08,NULL,NULL,N,NO,NULL,NULL,SS21,SS21,MARKDOWN,MARKDOWN,YES,YES,NATURAL,NATURAL,N,NO,NULL,NULL,NULL,620449,CHINA,AGED (1-2 YEARS),AP21_Core,3647,968,406,21SS5220,Serendipity Reflect Midi Dress,21SS5220 Serendipity Reflect Midi Dress,21SS5220 Serendipity Reflect Midi Dress (CHAMPAGNE),Serendipity Reflect Midi Dress (CHAMPAGNE),21SS5220 CHMPGN,CHMPGN,CHAMPAGNE,10,10,Apr-18,9.35004E+12,,20220404,4/4/2022,74,20220404,4/4/2022,74,20230822,8/22/2023,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S78-21SS5220_SerendipityReflectionMidiDress_Champagne-21593-Ahehe-0176_fullshot.jpg?v=1650409377,1SUP,Supertex Intl Jiangyin Jiaxiang,86.28,86.28,86.28,238,238,238,216.363636,595,595,595,540.909091,84.00%,84.00%,MD,NULL,NULL,NULL,NULL,NULL,NULL
11884,11884,Buwahahahah,Buwahahahah,AA APPAREL,AA APPAREL,JACKETS&COATS,JACKETS AND COATS,PUFFERS,PUFFERS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,Q221,Q221,BuwahahahahCAP1,BuwahahahahCAP1,2021/45,2021/45,NULL,NULL,N,NO,NULL,NULL,Q221,Q221,MARKDOWN,MARKDOWN,YES,YES,GREEN,GREEN,N,NO,NULL,NULL,NULL,6204330009,CHINA,AGED (1-2 YEARS),AP21_Core,7975,2688,1125,21AW2016,Puffer Jacket 025,21AW2016 Puffer Jacket 025,21AW2016 Puffer Jacket 025 (KHAKI),Puffer Jacket 025 (KHAKI),21AW2016 KHA,KHA,KHAKI,6,6,Apr-18,26833,,20220405,4/5/2022,74,20220405,4/5/2022,74,20230705,7/5/2023,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/Puffer2.jpg?v=1649045011,1ACT,Active Apparel ,119.74,119.74,119.74,158,158,158,143.636364,395,395,395,359.090909,66.70%,66.70%,MD,NULL,NULL,NULL,NULL,NULL,NULL
12641,12641,Ahehe,Ahehe,RTW,RTW,TEES,TEES,TEES,TEES,100%COTTON,100% COTTON,Product,Product,FG,Finished Goods,FG,Finished Goods,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,YES,YES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6109100006,CHINA,NULL,AP21_Core,18254,2903,1213,22SS1781,Bianca Slveless Logo Tee,22SS1781 Bianca Slveless Logo Tee,22SS1781 Bianca Slveless Logo Tee,Bianca Slveless Logo Tee,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/1_e7e1da11-a30e-4bc8-821b-c9700a68a329.jpg?v=1662450994,1TFS,The Fashion Source Pty Ltd,NULL,NULL,NULL,125,125,125,113.636364,125,125,125,113.636364,NULL,NULL,FP,NULL,NULL,NULL,NULL,NULL,NULL
16224,16224,Buwahahahah,Buwahahahah,AA APPAREL,AA APPAREL,LEGGINGS,LEGGINGS,FL LEGGINGS,FL LEGGINGS,68%NY-32%EL,68% NYLON 32% ELASTANE,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,Q421,Q421,BuwahahahahDEC21,BuwahahahahDecember21,2022/22,2022/22,NULL,NULL,N,NO,NULL,NULL,Q421,Q421,MARKDOWN,MARKDOWN,YES,YES,BLUE,BLUE,N,NO,NULL,NULL,https://res.cloudinary.com/Ahehewholesaling/image/upload/v1657238984/107780-26995/21RE3207/LAT BEG/1-2584.png,610463,CHINA,AGED (1-2 YEARS),AP21_Core,11307,3681,1505,21RE3207,Hgh Wst Split Hem Legging 205,21RE3207 Hgh Wst Split Hem Legging 205,21RE3207 Hgh Wst Split Hem Legging 205 (STORM BLUE),Hgh Wst Split Hem Legging 205 (STORM BLUE),21RE3207 STRMBL,STRMBL,STORM BLUE,8,8,Apr-18,9.35004E+12,,20220408,4/8/2022,74,20220408,4/8/2022,74,20230422,4/22/2023,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S37-21RE3207_HighWaistSplit_STORMBLUE-21986-Ahehe-D2-58884_frontshot.jpg?v=1648790993,1ACT,Active Apparel ,33.0411,33.04,33.04,109,109,109,99.090909,155,155,155,140.909091,76.60%,76.60%,MD,0.73,USD,AUSTRALIA,CHINA,20220615,6/15/2022
20895,20895,Ahehe,Ahehe,ACCESSORIES,ACCESSORIES,FOOTWEAR,FOOTWEAR,SANDALS,SANDALS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,SS22,SS22,PROVENANCE22,PROVENANCE22,2022/06,2022/06,NULL,NULL,N,NO,NULL,NULL,SS22,SS22,MARKDOWN,MARKDOWN,YES,YES,WHITE,WHITE,N,NO,NON PRINT,NON PRINT,NULL,640399,CHINA,CURRENT,AP21_Core,15008,4644,1874,22SS7019,Roux Dbl Ring Sling Back,22SS7019 Roux Dbl Ring Sling Back,22SS7019 Roux Dbl Ring Sling Back (White),Roux Dbl Ring Sling Back (White),22SS7019 WHT,WHT,White,38,38,35 - 42,9.35004E+12,,20220727,7/27/2022,58,20220727,7/27/2022,58,20230828,8/28/2023,1,20220801,8/1/2022,57,20220801,8/1/2022,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S43-22SS7019-WHITERouxDoubleRingSlingBackSandal-22568-Ahehe-0391.jpg?v=1662371502,1MIR,"Miraseen Corp., Ltd.",57.7778,57.78,57.78,110,110,110,100,245,245,245,222.727273,74.10%,74.10%,MD,NULL,NULL,NULL,NULL,NULL,NULL
8765,8765,Ahehe,Ahehe,RTW,RTW,JUMPSUITS,JUMPSUITS,JUMPSUITS,JUMPSUITS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,YES,YES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,621142,CHINA,NULL,AP21_Core,17072,1740,734,20AJ3004,Armeria Broderie Playsuit,20AJ3004 Armeria Broderie Playsuit,20AJ3004 Armeria Broderie Playsuit,Armeria Broderie Playsuit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0158/0190/products/S23-20AJ3004-Armeria_Off-Shoulder_Broderie_Playsuit-Blackbird_Broderie-19847-Ahehe-0966.jpg?v=1578029083,1YQL,Yq Lz International Trading,NULL,NULL,NULL,395,395,395,359.090909,395,395,395,359.090909,NULL,NULL,FP,NULL,NULL,NULL,NULL,NULL,NULL
9785,9785,Ahehe,Ahehe,RTW,RTW,TEES,TEES,TEES,TEES,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,RE21,RE21,SCENTOFSUMMER21,ScentofSummer21,2022/23,2022/23,NULL,NULL,N,NO,NULL,NULL,RE21,RE21,MARKDOWN,MARKDOWN,YES,YES,WHITE,WHITE,N,NO,NULL,NULL,NULL,61099000,CHINA,AGED (1-2 YEARS),AP21_Core,6495,2082,876,20AJ1250,Evergreen Tee,20AJ1250 Evergreen Tee,20AJ1250 Evergreen Tee (WHITE/PETAL),Evergreen Tee (WHITE/PETAL),20AJ1250 WHT PTL,WHT PTL,WHITE/PETAL,XS,XS,XXS - XXL,9.35004E+12,,20220411,4/11/2022,73,20220411,4/11/2022,73,20230825,8/25/2023,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S63-20AJ1250_EvergreenTee_Ivory-Petal-21928-Ahehe-0698_1.jpg?v=1649073397,1TFS,The Fashion Source Pty Ltd,46.24,46.24,46.24,93,93,93,84.545455,195,195,195,177.272727,73.90%,73.90%,MD,NULL,NULL,NULL,NULL,NULL,NULL
12830,12830,Ahehe,Ahehe,RTW,RTW,SHORTS,SHORTS,SHORTS,SHORTS,100%POLYESTER,100% POLYESTER,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,SS22,SS22,PROVENANCE22,PROVENANCE22,2023/11,NULL,NULL,NULL,Y,YES,FASHION FORWARD,FASHION FORWARD,SS22,SS22,MARKDOWN,MARKDOWN,YES,YES,GREEN,GREEN,Y,YES,GEOMETRIC,GEOMETRIC,https://res.cloudinary.com/Ahehewholesaling/image/upload/v1655785749/107780-26995/22SS3280/PMNTGRNTWD/1-2046.jpg,6104620015,CHINA,CURRENT,AP21_Core,8659,2944,1230,22SS3280,Emmeline Boucle Short,22SS3280 Emmeline Boucle Short,22SS3280 Emmeline Boucle Short (PEPPERMINT GREEN TWEED),Emmeline Boucle Short (PEPPERMINT GREEN TWEED),22SS3280 PMNTGRNTWD,PMNTGRNTWD,PEPPERMINT GREEN TWEED,6,6,Apr-18,9.35004E+12,,20220902,9/2/2022,53,20220902,9/2/2022,53,20230828,8/28/2023,1,20230119,1/19/2023,33,20220827,8/27/2022,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/1_4492b453-ef18-4d0d-bc65-92eb6aa1cef6.jpg?v=1662451024,1YQL,Yq Lz International Trading,40.9722,40.97,40.97,77,77,77,70,255,255,255,231.818182,82.30%,82.30%,MD,NULL,NULL,NULL,NULL,NULL,NULL
15607,15607,Buwahahahah,Buwahahahah,AA APPAREL,AA APPAREL,LEGGINGS,LEGGINGS,7/8 LEGGING,7/8 LEGGING,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,Q322,Q322,BuwahahahahAUG22,BuwahahahahAUG22,2023/07,NULL,NULL,NULL,N,NO,NULL,NULL,Q322,Q322,MARKDOWN,MARKDOWN,YES,YES,PINK,PINK,N,NO,NULL,NULL,NULL,6104630044,CHINA,BECOMING AGED,AP21_Core,10823,3553,1472,223AA3333,HR 7/8 LEGGING 203,223AA3333 HR 7/8 LEGGING 203,223AA3333 HR 7/8 LEGGING 203 (BERRY),HR 7/8 LEGGING 203 (BERRY),223AA3333 BRY,BRY,BERRY,12,12,Apr-18,9.35004E+12,,20220801,8/1/2022,57,20220801,8/1/2022,57,20230902,9/2/2023,1,20220726,7/26/2022,58,20220726,7/26/2022,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S21-223AA3333-HighRise78Legging203-22567-AheheBuwahahahah-D1-10130.jpg?v=1660027071,1ACT,Active Apparel ,34.2083,34.21,34.21,73,73,73,66.363636,145,145,145,131.818182,74.00%,74.00%,MD,NULL,NULL,NULL,NULL,NULL,NULL
17196,17196,Buwahahahah,Buwahahahah,AA APPAREL,AA APPAREL,KNITWEAR&JUMPER,KNITWEAR AND JUMPERSSS,CREWS,CREWS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,YES,YES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6110200053,CHINA,NULL,AP21_Core,19230,3870,1562,222AA1105,Sig Logo Crew Jumper 410,222AA1105 Sig Logo Crew Jumper 410,222AA1105 Sig Logo Crew Jumper 410,Sig Logo Crew Jumper 410,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S12-222AA1105-LIGHTIVORY-GOLDSigLogoCrewJumper410LIGHTIVORY-GOLD-22114-AheheBuwahahahah-1510_frontshot.jpg?v=1648791200,1ACT,Active Apparel ,NULL,NULL,NULL,175,175,175,159.090909,175,175,175,159.090909,NULL,NULL,FP,NULL,NULL,NULL,NULL,NULL,NULL
20748,20748,Ahehe,Ahehe,RTW,RTW,DRESSES,DRESSES,MIDI,MIDI,69%LIN-31%VIS,69% LINEN 31% VISCOSE,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,SS22,SS22,PROVENANCE22,PROVENANCE22,2023/01,2023/01,NULL,NULL,Y,YES,INNOVATOR,INNOVATOR,SS22,SS22,MARKDOWN,MARKDOWN,YES,YES,PINK,PINK,Y,YES,ABSTRACT,ABSTRACT,NULL,62044900,CHINA,CURRENT,AP21_Core,14908,4597,1859,22SS5487,Jolie Abstrt Cut Out Midi Drs,22SS5487 Jolie Abstrt Cut Out Midi Drs,22SS5487 Jolie Abstrt Cut Out Midi Drs (EXPRESSION),Jolie Abstrt Cut Out Midi Drs (EXPRESSION),22SS5487 EXPRESSION,EXPRESSION,EXPRESSION,16,16,Apr-18,9.35004E+12,,20220616,6/16/2022,64,20220616,6/16/2022,64,20230824,8/24/2023,2,20230119,1/19/2023,33,20220713,7/13/2022,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/JolieAbstractCutOutMidiDressPrint-2copy2.jpg?v=1663070531,1SUP,Supertex Intl Jiangyin Jiaxiang,192.75,192.75,192.75,348,348,348,316.363636,695,695,695,631.818182,69.50%,69.50%,MD,NULL,NULL,NULL,NULL,NULL,NULL
1416,1416,Ahehe,Ahehe,RTW,RTW,TOPS,TOPS,TOPS,TOPS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,RE21,RE21,SCENTOFSUMMER21,ScentofSummer21,2022/18,2022/18,NULL,NULL,N,NO,NULL,NULL,RE21,RE21,MARKDOWN,MARKDOWN,YES,YES,PINK,PINK,N,NO,NULL,NULL,NULL,62114200,CHINA,AGED (1-2 YEARS),AP21_Core,146,62,37,21RE1327,Triada Cropped Logo Shell Top,21RE1327 Triada Cropped Logo Shell Top,21RE1327 Triada Cropped Logo Shell Top (BON BON PINK),Triada Cropped Logo Shell Top (BON BON PINK),21RE1327 BON PNK,BON PNK,BON BON PINK,6,6,Apr-18,9.35004E+12,,20220404,4/4/2022,74,20220404,4/4/2022,74,20230609,6/9/2023,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S26-21RE1327_Triada_Cropped_Logo_Shell_Top_Bon_Bon_Pink-21877-Ahehe-074_detailshot.jpg?v=1649073357,1UAI,Union Apparel International Ltd.,52.84,52.84,52.84,113,113,113,102.727273,225,225,225,204.545455,74.20%,74.20%,MD,NULL,NULL,NULL,NULL,NULL,NULL
4121,4121,Ahehe,Ahehe,RTW,RTW,TOPS,TOPS,TOPS,TOPS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,RE21,RE21,SCENTOFSUMMER21,ScentofSummer21,2022/21,2022/21,NULL,NULL,N,NO,NULL,NULL,RE21,RE21,MARKDOWN,MARKDOWN,YES,YES,WHITE,WHITE,N,NO,NULL,NULL,NULL,62114200,INDIA,AGED (1-2 YEARS),AP21_Core,2310,603,257,21RE1244,Salita Broderie Shell Top,21RE1244 Salita Broderie Shell Top,21RE1244 Salita Broderie Shell Top (IVORY),Salita Broderie Shell Top (IVORY),21RE1244 IVRY,IVRY,IVORY,6,6,Apr-18,9.35004E+12,,20220419,4/19/2022,72,20220419,4/19/2022,72,20230814,8/14/2023,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S28-21RE1244_Salita_Broderie_Shell_Top_Ivory-21877-Ahehe-1618_1__frontshot.jpg?v=1649073339,1TJS,Tj Sourcing And Trading Fzc,80.04,80.04,80.04,110,110,110,100,275,275,275,250,68.00%,68.00%,MD,NULL,NULL,NULL,NULL,NULL,NULL
9214,9214,Ahehe,Ahehe,RTW,RTW,TOPS,TOPS,TOPS,TOPS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2020,2020,SU20,SU20,REVERENCE20,REVERENCE20,2020/35,2020/35,NULL,NULL,N,NO,NULL,NULL,SU20,SU20,MARKDOWN,MARKDOWN,YES,YES,WHITE,WHITE,N,NO,NON PRINT,NON PRINT,NULL,621149,CHINA,AGED (2+ YEARS),AP21_Core,6103,1903,807,20AJ1091,Allegro Gathered Tie Blouse,20AJ1091 Allegro Gathered Tie Blouse,20AJ1091 Allegro Gathered Tie Blouse (WHITE),Allegro Gathered Tie Blouse (WHITE),20AJ1091 WHT,WHT,WHITE,12,12,Apr-18,22023,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S3-20AJ1091_Allegro_Gathered_Tie_Blouse_White-20681-Ahehe-0773.jpg?v=1623834920,1TFS,The Fashion Source Pty Ltd,49.09,49.09,49.09,95,95,95,86.363636,195,195,195,177.272727,72.30%,72.30%,MD,NULL,NULL,NULL,NULL,NULL,NULL
12330,12330,Ahehe,Ahehe,RTW,RTW,TOPS,TOPS,SHIRTS,SHIRTS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2020,2020,RE20,RE20,CHROMA20,CHROMA20,2021/15,2021/15,NULL,NULL,N,NO,NULL,NULL,RE20,RE20,MARKDOWN,MARKDOWN,YES,YES,RED,RED,N,NO,NULL,NULL,NULL,621142,CHINA,AGED (2+ YEARS),AP21_Core,8267,2842,1193,20RE1277,Framework Denim Shirt,20RE1277 Framework Denim Shirt,20RE1277 Framework Denim Shirt (RUST),Framework Denim Shirt (RUST),20RE1277 RST,RST,RUST,M,M,XXS - XXL,25143,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/DenimShirtUpdated.jpg?v=1623749598,1UAI,Union Apparel International Ltd.,64.39,64.39,64.39,171,171,171,155.454545,245,245,245,222.727273,71.10%,71.10%,MD,NULL,NULL,NULL,NULL,NULL,NULL
16588,16588,Ahehe,Ahehe,RTW,RTW,JEWELLERY,JEWELLERY,EARRINGS,EARRINGS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,SU21,SU21,MODERNIST21,MODERNIST21,2021/31,2021/31,NULL,NULL,N,NO,NULL,NULL,SU21,SU21,MARKDOWN,MARKDOWN,YES,YES,METALLIC,METALLIC,N,NO,NULL,NULL,NULL,711719,CHINA,AGED (2+ YEARS),AP21_Core,19130,3770,1526,21SU9022,Ahehe Pebble Stud,21SU9022 Ahehe Pebble Stud,21SU9022 Ahehe Pebble Stud (SILVER),Ahehe Pebble Stud (SILVER),21SU9022 SILV,SILV,SILVER,NULL,NULL,NULL,NULL,NULL,20220830,8/30/2022,53,20220830,8/30/2022,53,20220901,9/1/2022,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S56-21SU9022_Ahehe_Bubble_Stud_Gold-20978-Ahehe-1055.jpg?v=1657702572,1HAX,"Qingdao Haxier Jewelry Co., Ltd",7,7,7,45,45,45,40.909091,75,75,75,68.181818,89.70%,89.70%,MD,0.73,USD,AUSTRALIA,CHINA,20220608,6/8/2022
13549,13549,Buwahahahah,Buwahahahah,AA APPAREL,AA APPAREL,TANKS&SINGLETS,TANKS AND SINGLETS,SINGLETS,SINGLETS,52%VS-38%C-10%E,52% VISCOSE 38%COTTON 10%ELASTANE,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,RE21,RE21,SCENTOFSUMMER21,SCENTOFSUMMER21,2022/18,2022/18,July 23_Drop 1,July 23_Drop 1,N,NO,NULL,NULL,RE21,RE21,FULL PRICE,FULL PRICE,YES,YES,BLACK,BLACK,N,NO,NON PRINT,NON PRINT,https://res.cloudinary.com/Ahehewholesaling/image/upload/v1668732523/107780-26995/21RE1200/BLK/1-2002.png,61142000,CHINA,CURRENT,AP21_Core,18446,3095,1285,21RE1200,Hydra Racer Knit Ribbed Top,21RE1200 Hydra Racer Knit Ribbed Top,21RE1200 Hydra Racer Knit Ribbed Top (BLACK),Hydra Racer Knit Ribbed Top (BLACK),21RE1200 BLK,BLK,BLACK,NULL,NULL,NULL,NULL,NULL,20220414,4/14/2022,73,20220414,4/14/2022,73,20230816,8/16/2023,3,20220713,7/13/2022,60,20220713,7/13/2022,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S24-21RE1200-BLACKHydraRacerKnitTop-22508-Ahehe-0822.jpg?v=1657608506,1JIA,"Tongxiang Jiayu Fashion Co.,Ltd.",28.0137,28.01,28.01,125,125,125,113.636364,125,125,125,113.636364,75.30%,75.30%,FP,0.73,USD,AUSTRALIA,CHINA,20220504,5/4/2022
13206,13206,Ahehe,Ahehe,RTW,RTW,PANTERS,PANTERS,PANTERS,PANTERS,69%LIN-31%VIS,69% LINEN 31% VISCOSE,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,SS22,SS22,PROVENANCE22,PROVENANCE22,2023/06,NULL,NULL,NULL,N,NO,FASHION FORWARD,FASHION FORWARD,SS22,SS22,MARKDOWN,MARKDOWN,YES,YES,PINK,PINK,N,NO,NULL,NULL,https://res.cloudinary.com/Ahehewholesaling/image/upload/v1655786059/107780-26995/22SS3337/BRY PNK/1-1977.jpg,62046900,CHINA,CURRENT,AP21_Core,8951,3028,1260,22SS3337,Vista High Waist Wide Leg Pant,22SS3337 Vista High Waist Wide Leg Pant,22SS3337 Vista High Waist Wide Leg Pant (BERRY PINK),Vista High Waist Wide Leg Pant (BERRY PINK),22SS3337 BRY PNK,BRY PNK,BERRY PINK,14,14,Apr-18,9.3594E+12,,20220727,7/27/2022,58,20220727,7/27/2022,58,20230828,8/28/2023,1,20220725,7/25/2022,58,20220725,7/25/2022,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S15-22SS3337-BERRYPINKVistaHighWaistWideLegPant-22573-Ahehe-10827.jpg?v=1659415033,1SUP,Supertex Intl Jiangyin Jiaxiang,58.3472,58.35,58.35,163,163,163,148.181818,325,325,325,295.454545,80.30%,80.30%,MD,NULL,NULL,NULL,NULL,NULL,NULL
